name,comments,pr,issues,handle_issue
ericamick,0,5,5,0
IdanAdar,0,0,1,0
qitang,0,0,1,0
focusme,0,0,2,0
drallax,0,0,3,0
jorgecorreiaptc,0,0,1,0
yuz11,0,0,2,0
bandika-dgit,0,0,2,0
cnwarden,0,0,1,0
purehani10,0,0,1,0
kannansamp,0,0,1,0
NathanZamecnik,0,0,1,0
joseantonomh,0,0,1,0
janbernhardt,0,0,3,0
sachinbrraj,0,0,1,0
4onni,0,0,1,0
jackiehjm,0,0,1,0
dengshilong,0,2,2,0
danilovaz,0,1,1,0
lijuan8,0,0,1,0
tebriel,1,2,4,0
CliveJL,0,0,1,0
rnagappan,0,0,4,0
cadu-goncalves,0,0,2,0
bloublou2014,0,1,1,0
ryanhadley,0,0,1,0
aliakb,0,0,1,0
ThomasdOtreppe,0,0,6,0
bbrutman,0,0,1,0
khakulov,0,0,1,0
robin820224,0,0,3,0
miskander,0,0,1,0
lukapor,5,0,6,0
PareshGupta,0,1,1,0
clarencechan,0,0,1,0
rtznprmpftl,0,0,1,0
rnowif,0,1,1,0
rashidkpc,24,0,11,1
Randgalt,0,0,1,0
smang1,0,0,1,0
ptrussart,0,0,1,0
g00fy-,11,0,6,0
tkaiser,0,1,3,0
aholen,0,0,1,0
jdelgad,1,0,1,0
tom-mi,0,0,1,0
pagenbag,0,0,1,0
schoch,0,0,1,0
ibrahima,0,1,1,0
paulhoule,0,0,1,0
andremrezende,0,0,1,0
Dmitrii-I,0,1,1,0
robth,2,0,1,0
joshreback,0,0,2,0
mrkevinze,0,0,1,0
chanserv,0,0,1,0
terjesannum,0,0,1,0
game365,0,0,1,0
jeffklassen,0,1,1,0
lababidi,5,1,2,0
diegosep,0,0,1,0
pierrre,24,0,10,0
NicoYUE,0,0,1,0
luckywin,0,0,1,0
bharathikannan-zarget,0,0,1,0
lokeshhctm,1,0,5,0
plebedev,0,1,4,0
pciccarese,0,0,1,0
reflection,0,0,3,0
karlra,0,0,1,0
AshtonDavis,0,0,3,0
texlnghorn,0,0,1,0
haingo-kenshjn,0,0,2,0
jtryon,0,0,1,0
s101d1,0,0,1,0
iquito,1,0,2,0
abtpst,0,0,9,0
KlavsKlavsen,15,1,7,0
Filirom1,3,0,3,0
joehillen,1,1,2,0
passkey1510,0,0,1,0
oillio,0,2,5,0
sachingsachin,0,0,1,0
rishabhmaurya,0,0,1,0
antilogos,0,1,1,0
peteradh,0,0,1,0
renweijun,0,0,1,0
Serguzest,0,1,1,0
a-lustin-parc,0,0,1,0
sewi-cpan,0,0,2,0
MadeInChina,1,0,2,0
najik,0,0,1,0
Mobasher-NetLinks,0,0,2,0
jaxx,0,0,1,0
q11112345,1,0,5,0
CVTJNII,0,0,1,0
svebk,0,0,1,0
sean-cherbone,0,0,1,0
adol001,0,0,1,0
dick1306,0,0,2,0
StevePorter92,0,0,1,0
detouched,1,1,1,0
dolanor,0,0,1,0
Jacobe2169,0,0,1,0
chrisboyle,0,0,1,0
benlavender,0,0,1,0
kan1207,0,0,1,0
raianand,0,1,1,0
mshar039,0,0,1,0
pjo256,0,1,2,0
tiegz,0,1,1,0
SirBigoo,0,1,1,0
akgoel-mo,0,0,1,0
Vineeth-Mohan,27,1,19,0
McStork,1,0,1,0
miguelxpn,0,0,1,0
tuladhar,1,3,3,0
tlhunter,0,1,1,0
mstockerl,0,1,1,0
wharstr9027,0,0,1,0
anuraaga,0,0,1,0
sss13579,0,0,2,0
calexicoz,0,0,1,0
JamesBromberger,0,0,2,0
pedro-dlfa,0,0,1,0
atm028,0,0,1,0
JoeZ99,9,0,3,0
kix,0,0,1,0
xmudall,0,0,1,0
merito,0,0,1,0
idofperion,0,0,1,0
petitout,0,0,1,0
vineet85,1,0,7,0
kimchy,3461,149,1216,47
lolzoloz9,0,0,1,0
soenter,0,0,1,0
ukouryou,0,0,1,0
Christian1626,0,0,1,0
ribugent,0,0,1,0
himaniJoshi,0,0,1,0
genthalili,0,0,1,0
wickchucked,0,1,1,0
7AC,0,0,1,0
steccami,0,0,1,0
lizhenmxcz,1,0,1,0
basiclaser,0,0,1,0
bezalel,0,0,1,0
dongjoon-hyun,1,8,8,0
nick-giles,0,0,1,0
36degrees,9,1,4,0
andrenarchy,1,0,1,0
crjackso,0,0,1,0
palmerabollo,0,0,1,0
macebalp,0,0,1,0
gjcampbell,0,0,1,0
abrahamduran,1,0,3,0
xuzha,47,33,38,2
dcais,0,0,3,0
mesztam,0,0,1,0
ghorkov,0,0,1,0
GeorgeL9,0,0,1,0
snkiran,3,0,1,0
euroling-johnjohansson,0,1,1,0
ccmtaylor,0,1,1,0
lmx1989219,0,0,1,0
jameskerr,0,1,1,0
DynamicScope,0,1,2,0
arnaudbey,0,0,1,0
teewhey,0,0,1,0
aghatnekar,0,0,1,0
HowookJeong,0,0,4,0
sosoda,0,0,1,0
peschlowp,13,8,12,0
malaki12003,1,0,1,0
Dieken,6,0,3,0
ofer-velich,0,0,1,0
thesmart,0,2,2,0
aresn,0,0,2,0
slachiewicz,1,2,3,0
amscotti,0,0,1,0
ayushsangani,4,3,4,0
dragosrosculete,15,0,2,0
mukeshkdangi,0,0,2,0
ben-manes,0,0,1,0
cknv,0,0,1,0
AndreVirtimo,0,0,1,0
pawpro,1,0,2,0
edvorg,0,0,1,0
schlitzered,1,0,1,0
rgolab,0,0,1,0
koenoki,0,0,1,0
rbw,0,0,1,0
jqsl2012,0,0,1,0
GokGokalp,0,0,1,0
radar,0,1,1,0
henrikno,6,2,7,0
rstruber,0,1,1,0
micpalmia,6,2,8,0
juandasgandaras,1,0,4,0
jeanLGr,0,0,1,0
xorandor,0,0,1,0
pawwaso,0,0,1,0
blachniet,0,1,1,0
GlennVanSchil,0,0,1,0
robertlyson,0,3,3,0
kdelchev,1,1,1,0
EdHowe,0,0,1,0
abulhol,1,1,5,0
marek-obuchowicz,2,0,1,0
tarass,3,1,2,0
zukeru,0,0,1,0
mponton,0,0,1,0
igor-kupczynski,0,0,1,0
erikanderson,0,1,1,0
paltryeffort,0,0,1,0
jairagoo,0,0,1,0
mikemad,0,0,1,0
bilsch,0,0,1,0
serhatcan,0,0,1,0
gaelL,0,1,1,0
qoomon,1,0,1,0
salimane,1,0,1,0
andr3w77,0,0,1,0
sacheendra,1,0,1,0
Gmanweb,0,0,1,0
hakdogan,0,0,1,0
lewisdiamond,0,0,1,0
steinar-flatland,0,0,1,0
sombut,0,0,2,0
jorgediaz-lr,0,1,2,0
joynes,0,1,1,0
matiasdecarli,0,0,1,0
raffaeu,0,0,1,0
smayank17,0,0,1,0
harishkannarao,0,0,3,0
avito22,0,0,1,0
fadi-assaad,0,0,1,0
schmichael,3,0,4,0
devheroo,0,0,1,0
peakkk,0,0,1,0
WhiteTrashLord,0,0,1,0
rodrigueLeopold,0,0,1,0
simonbrandhof,1,0,1,0
carpefukendiem,0,1,1,0
kennycason,1,0,1,0
raphi,1,0,1,0
dstarh,0,0,1,0
ryanmcilmoyl,0,0,1,0
iliasse-hassala,0,0,1,0
hemraj-sharma,0,0,1,0
sysmonk,0,0,2,0
raunakb94,0,0,1,0
zsadler,0,2,2,0
KeithTr,0,0,1,0
soaxelbrooke,0,0,1,0
reevesch,0,0,1,0
jorgemrsantos,0,0,1,0
ApproximateIdentity,0,0,1,0
ctf2009,0,0,1,0
drush,2,0,1,0
a0s,4,0,2,0
habibcs,0,0,1,0
threejeez,0,0,1,0
rohitkumarbhagat,0,0,1,0
k-vladyslav,0,0,1,0
phutchins,0,0,1,0
njss,0,0,1,0
kavitakanojiya,0,0,1,0
hulu1522,1,0,2,0
andrejserafim,9,7,11,0
jipperinbham,0,2,3,0
fsoikin,0,0,3,0
matthesrieke,0,0,1,0
MHova,0,0,1,0
yynil,0,1,1,0
rcoh,0,1,2,0
tuespetre,0,2,3,0
jloomis,0,1,1,0
tarunsuthar,0,1,1,0
Macln,0,0,1,0
rmallah,0,0,1,0
kt97679,0,0,2,0
bwebster,0,0,1,0
johncollaros,0,0,1,0
edorgeville,0,0,1,0
sezinkarli,0,2,2,0
pra85,0,1,1,0
temsa,0,0,1,0
jerry-sjtu,0,0,1,0
sandesh2014,0,0,2,0
AColmant,0,0,1,0
lbrito1,0,1,1,0
mrsolo,47,12,13,2
ofir123,0,2,2,0
sudekumar,0,1,1,0
gm06041,0,1,2,0
awais545,0,0,1,0
luluprat,0,0,1,0
node,2,0,3,0
fforbeck,3,5,5,0
hiteshmahajan,0,0,1,0
denghongcai,0,0,1,0
shashank1029,0,0,1,0
augusto-altman,0,0,1,0
SkateFreak,0,0,1,0
rendel,3,1,3,0
yfujita,0,0,2,0
rathir,0,0,1,0
michaelperrin,0,0,1,0
dlangille,0,1,1,0
henghanan,0,0,1,0
multani,0,0,1,0
dam0vm3nt,2,0,1,0
zygfryd,0,0,2,0
eemp,0,1,1,0
nezda,8,1,3,0
Ij888,0,0,1,0
RCinna,0,1,1,0
hardvain,0,0,1,0
tungdx,0,1,1,0
Asimov4,7,2,6,0
dottilotti,0,0,1,0
kevkon3,0,0,1,0
BobVanB,0,1,1,0
darek1024,0,1,1,0
kaplun,0,0,1,0
zdrummond,0,0,1,0
tejasavora,0,0,1,0
aig-,0,1,1,0
royaldark,0,0,1,0
hydrogen18,3,0,3,0
HarishRamanathan,0,0,1,0
SummerSun,0,0,1,0
santanusinha,0,0,2,0
mobidevadmin,0,0,1,0
najamss,0,0,2,0
tianzongqi,0,0,1,0
dminkovsky,0,0,3,0
R4CHI7,0,2,2,0
iskyd,0,0,1,0
orrchen,3,0,1,0
lakal-malimage,0,0,2,0
dbaggott,0,0,3,0
et304383,0,0,1,0
elbow-jason,0,0,1,0
turp1twin,1,0,1,0
FreeTymeKiyan,0,2,2,0
hcapitaine,1,1,1,0
sarlacpit,0,1,1,0
pdudits,0,1,1,0
serxhio,0,0,1,0
sabarnath,0,0,1,0
CSUMBmWall,0,1,1,0
yzprofile,0,0,2,0
tstibbs,7,1,16,0
masonjm,0,0,1,0
nirajpatel,0,0,2,0
NDevox,0,2,4,0
wisre,0,0,1,0
rossbrower,2,0,3,0
puneetjaiswal,0,0,1,0
stefankeidel,0,0,1,0
sromocki,0,1,1,0
famini,0,0,1,0
veeruborra,0,0,1,0
rjruizes,0,1,1,0
jreinke,1,0,1,0
paulmallet,0,1,1,0
marcbachmann,0,1,1,0
SpaceShipDev,0,0,1,0
albertocsm,2,0,2,0
zim32,0,0,1,0
jamesjin,0,0,1,0
skundrik,0,0,1,0
drekbour,2,0,1,0
aquarapid,0,0,1,0
thomasquatorze,0,0,2,0
satapsa,0,0,2,0
sumitjainn,1,0,3,0
julamb,0,0,1,0
backtonet,0,1,1,0
lizhecome,0,0,1,0
lquerel,7,2,3,0
binishabraham,0,0,2,0
chirag2528,0,0,1,0
exinferis,0,0,1,0
MohammedJabarullah,0,1,1,0
TheHound,0,0,1,0
kstaken,8,0,2,0
boschmayhem,0,0,1,0
gmile,0,2,3,0
ddes,0,0,1,0
foaly-nr1,0,1,1,0
brainsiq,0,0,1,0
SukritiMehrotra,0,0,1,0
omiend,0,2,3,0
Cyberuben,0,0,1,0
tksfz,5,2,2,0
selfchanger,0,0,4,0
ihaolin,0,0,1,0
casieowen,1,0,1,0
smarthi,0,0,1,0
socurites,0,4,5,0
timeu,2,0,2,0
baishuo,0,1,1,0
amnivek,1,0,1,0
aakash21,0,0,1,0
jhush,0,0,1,0
tommoholmes10,0,0,3,0
kawikao,0,0,1,0
kewn21,0,0,2,0
AlexMAS,0,0,1,0
ersushantsood,0,0,1,0
mogadanez,0,0,1,0
martinstuga,1,5,6,0
patjlm,0,0,1,0
talentzxf,0,0,1,0
yqguodataman,0,0,1,0
iostat,1,0,1,0
wanghaisheng,0,0,1,0
lam-juice,0,0,1,0
Glecun,0,0,1,0
hisuwh,0,0,2,0
tangjiaxu,0,1,1,0
vicvega,0,0,1,0
ghasem1992,0,0,1,0
robertsmarty,0,0,11,0
kakalo24,0,0,1,0
panda87,0,0,1,0
lakhman,0,0,1,0
pseverino,0,0,1,0
rrphotosoft,12,0,6,0
dposada,0,0,1,0
sokrahta,0,0,1,0
thlawiczka,1,0,1,0
athanikkal,3,0,3,0
jbgo,0,0,1,0
crispygoth,1,0,1,0
felipegs,3,0,3,0
zhangrong4,0,0,1,0
andreip,1,0,1,0
oprahadian,0,0,1,0
felixbarny,13,0,1,0
tarnacious,0,0,1,0
jmluy,1,6,6,0
cheonsoo,0,0,1,0
prraina1,0,0,1,0
YunchaoGongSC,1,0,2,0
kys1230,0,0,1,0
navneet-lyra,1,0,1,0
paulv-quest,0,0,1,0
coldlamper,0,0,1,0
lengoyvaerts,0,0,1,0
117111302,0,0,1,0
priyanshuch,0,1,1,0
konste,0,0,1,0
ryangrimm,1,2,2,0
rentianhua,0,0,1,0
willf,0,0,2,0
bashok001,1,0,1,0
davmrtl,0,0,3,0
AndreKR,9,1,2,0
martin-a,0,0,2,0
hronik1,0,0,1,0
soinlv,0,1,1,0
electrical,67,2,11,0
umeku,0,1,1,0
davidvgalbraith,2,1,2,0
pkr1234,0,0,2,0
Rok89,0,0,1,0
SriramanK,0,0,1,0
ricardocerq,0,2,2,0
danielschonfeld,0,0,1,0
devoncrouse,17,0,5,0
clems09,0,0,1,0
G0L0L,0,1,1,0
taotetek,0,0,1,0
williamsandrew,5,1,1,0
keikha,0,0,3,0
elliswood,0,0,1,0
zamblauskas,0,0,1,0
drmaas,0,0,1,0
widhalmt,0,0,1,0
rogerwelin,1,0,1,0
aneesingh,0,0,1,0
Jalle19,0,0,1,0
randude,0,0,1,0
balubollam,0,0,1,0
heyalexchoi,0,0,1,0
kstachowiak-kcura,2,0,1,0
BrunoBonacci,0,0,1,0
CMcMe,0,0,1,0
anyatch,0,0,1,0
kpcool,0,0,1,0
rferrante1966,0,0,1,0
iamdto,0,1,1,0
SMUnlimited,2,0,3,0
cjohansen,0,1,1,0
parcompute,0,0,1,0
arronli,0,0,1,0
sudhanne,0,0,1,0
w33ble,0,1,4,0
timmgrant,0,0,1,0
shagga,0,0,2,0
z-star,0,0,2,0
murnieza,1,1,1,0
tankhuu,0,0,1,0
justies,2,0,1,0
c9n,0,0,1,0
nizsheanez,2,0,2,0
berniemoran,0,0,1,0
velion,0,0,1,0
au78,0,0,1,0
martiansnoop,0,0,1,0
davidmav,0,0,1,0
bt5e,0,1,1,0
popol1991,0,1,1,0
ksundeepsatya,0,0,1,0
david-tejedor,0,0,1,0
kylegalbraith,0,0,1,0
jfr3000,0,1,1,0
naivefun,0,0,1,0
imacube,0,1,1,0
CTJyeh,0,0,1,0
mdojwa,6,0,3,0
jmatraszek,0,0,1,0
vg15,0,0,1,0
bigl0af,0,0,1,0
xcoulon,0,1,1,0
shashidharrao,0,0,1,0
haium,0,0,1,0
Idofriedman,0,0,1,0
underyx,0,0,1,0
vijicools,0,0,1,0
drew-kun,0,0,2,0
nicksanders,0,0,1,0
kaneshin,0,1,1,0
dagatsoin,1,0,1,0
jkryanchou,3,0,3,0
AdallomRoy,0,0,1,0
anujgandharv,0,0,1,0
yoitsro,0,0,1,0
Israaaaa,0,0,1,0
vs-adm,0,0,1,0
rkonrad,0,0,1,0
dfaropennetwork,0,0,2,0
BarryGr,0,0,1,0
jimmidyson,0,1,2,0
xuralf,0,0,1,0
truthtrap,3,0,1,0
zqr688,0,0,1,0
whybangbang,0,0,4,0
notxcain,0,0,1,0
slovit,0,0,1,0
1amirjalai,0,0,1,0
babadofar,5,0,2,0
thomasmarkus,14,0,3,0
jemc,2,0,1,0
acb122,0,0,1,0
leonid-s-usov,0,0,1,0
leunamnauj,0,0,1,0
cirot87,0,0,1,0
mabodo,0,0,1,0
gadin,0,0,1,0
NullSoldier,0,1,1,0
perzy,0,0,1,0
bitonp,1,0,1,0
kaanbasal,0,0,1,0
vikasgithub,0,0,1,0
wmlwang,0,1,1,0
jamiemccarthy,0,1,1,0
whitfin,1,0,6,0
ashitpupu,1,0,1,0
asaf,0,0,1,0
maksutspahi,0,0,1,0
runningman84,2,0,1,0
holeunlee,0,0,1,0
jaranflaath,0,0,1,0
mnikhil-git,0,0,2,0
malinir123,0,0,4,0
gkopylov,0,1,1,0
catalandres,0,0,1,0
mdiehm,0,0,1,0
travisbell,5,0,1,0
bdbogjoe,0,0,2,0
jerryladoo,0,0,1,0
johnarnold,0,0,2,0
rothvaw,0,1,1,0
1uk4sh,0,1,1,0
wbowling,2,2,2,0
feuyeux,0,0,1,0
damienbod,3,0,6,0
vvalleru,0,1,3,0
ewgRa,0,0,3,0
pierresetteskog,0,0,1,0
petmit,2,2,2,0
MagmaRules,10,0,5,0
shravankodipaka,0,0,1,0
StrongPa55w0rd,0,0,1,0
ebradshaw,2,0,2,0
nithyanv,3,0,10,0
JustinHook,0,0,1,0
tarunsapra,0,0,2,0
sonenko,0,0,1,0
krisb78,0,0,3,0
rtoma,18,0,10,0
jolynch,0,0,2,0
rhealitycheck,0,0,1,0
BorisKozo,0,0,1,0
RubieV,0,1,1,0
antmat,1,0,1,0
hzruandd,0,0,1,0
EECOLOR,0,0,1,0
SHSE,0,0,1,0
alexVengrovsk,3,1,1,0
royrusso,0,0,1,0
reachkrishnaraj,0,4,4,0
richardhundt,0,0,1,0
ziyasal,0,0,1,0
priyadarsh,0,1,1,0
RicherdLee,0,0,1,0
arinto,0,3,3,0
noamgal,0,0,2,0
erwan-koffi,0,1,1,0
girirajsharma,0,2,3,0
digital-wonderland,0,0,1,0
new-player,0,0,1,0
bangert,0,0,1,0
tearsakura,0,0,1,0
whdwsl,0,0,1,0
hawkwang,0,0,1,0
lipixun,1,0,1,0
achow,0,4,5,0
ericjohnston1989,0,0,1,0
benjfield,0,0,1,0
rileytj,0,0,1,0
aleszoulek,0,0,1,0
andreufirefly,0,0,1,0
Shamanoid,0,0,1,0
Michael-karn-ivanov,0,1,1,0
aanm,0,0,1,0
yongkyun,3,1,2,0
dgriff20,0,0,2,0
JulioV,0,0,1,0
JGrubb,0,1,1,0
designermonkey,6,0,3,0
adarshchacko,0,0,1,0
luke3141,0,0,1,0
denniskribl,0,0,1,0
marcinn,0,0,1,0
bijaybisht,0,0,1,0
sckott,2,2,2,0
carlitux,0,0,1,0
mehmetgunturkun,6,0,2,0
chilladx,0,0,1,0
federico-peralta-schaffner,0,0,1,0
208rishabh,0,0,1,0
albanm,0,0,2,0
sinneduy,0,0,3,0
langjai0,0,0,1,0
lazymachinist,0,0,1,0
packplusplus,0,0,1,0
wkruse,0,0,1,0
bogdanvlviv,0,1,1,0
giovannibonetti,0,0,1,0
dcalixto,0,0,1,0
harpreetsb,1,0,1,0
gujason721,0,0,1,0
mediaon,0,0,1,0
jst2cu,0,0,1,0
ksujeet,0,0,1,0
jurgc11,0,2,3,0
kiryam,13,2,7,0
j0hnsmith,10,0,8,0
tdesrochers,0,0,1,0
futurekill,0,0,1,0
amos6224,0,1,1,0
rvrignaud,0,0,2,0
Iswaryar,0,1,1,0
jmferrer,0,1,1,0
zhaozhiming,0,0,1,0
projx,0,0,1,0
bigterminal,0,0,1,0
jmaynier,0,0,1,0
nihilson,0,0,1,0
briner,0,0,1,0
piyushGoyal2,4,0,1,0
dajposkakac,0,1,1,0
ane18s,0,0,1,0
smayzak,0,1,3,0
raphaele81,0,0,1,0
Eightyplus,0,0,1,0
montyhall,0,0,1,0
pjcard,3,1,2,0
xuanyuanking,0,0,1,0
jasonodonnell,0,2,2,0
lakshmithyagarajan,0,0,1,0
jappievw,0,0,1,0
simpliste,1,0,1,0
evanphx,0,0,1,0
konradkonrad,11,4,12,0
Rylon,0,0,1,0
guidoiaquinti,0,0,1,0
Bkahler,0,0,1,0
clexmond,0,0,1,0
ByronDDelpinal,0,1,1,0
denghp,0,0,1,0
lifo888,0,0,2,0
joshusre,0,0,1,0
crassirostris,0,0,2,0
alexandrenavarro,0,0,1,0
davidjwaugh,0,0,1,0
erickskrauch,0,0,1,0
yellow1912,3,0,3,0
PedroCastro,0,1,1,0
ryanpineo,0,2,2,0
Vector241-Eric,0,1,1,0
georgicodes,0,2,2,0
cwithers,0,0,1,0
kuseman,4,1,2,0
jhberges,0,0,1,0
jeffsteinmetz,4,0,5,0
ruria,0,0,1,0
reversefold,0,1,1,0
tianon,0,0,1,0
ARPLink,0,0,1,0
neerajgoyal12,0,0,1,0
nickminutello,47,2,17,0
ankrugold,0,0,1,0
rob-tice,1,0,3,0
rodrigograca31,0,0,1,0
timschlechter,4,3,4,0
ashwinkumar01,0,1,1,0
tom916,0,0,1,0
coderlol,0,0,2,0
stevepeak,0,1,1,0
zlosim,0,0,1,0
rushirajchavan,0,0,1,0
lb425,0,0,3,0
ozlevka,1,0,2,0
emraxxor,0,0,2,0
gruzovator,0,1,1,0
dblado,1,0,3,0
ankon,22,11,17,0
pakaufmann,0,1,2,0
danni,0,0,3,0
darkoc,0,1,2,0
kkirsche,7,3,5,0
favoretti,0,2,2,0
colmaengus,0,0,2,0
cphoover,2,0,1,0
ompanda,0,0,1,0
ACV2,2,0,1,0
kthkaya,0,0,1,0
ketan22584,0,0,1,0
rajeshdommati,0,0,1,0
emolifeinc,0,1,1,0
FestivalBobcats,7,0,1,0
vi3k6i5,1,0,2,0
grantr,32,0,21,0
tad9ab,0,0,1,0
dmland,0,1,1,0
josegonzalez,4,1,1,0
PoOoZaQ,0,1,1,0
davidlbowen,0,0,2,0
evernon9681,0,0,1,0
tcucchietti,4,3,4,0
hafkensite,0,1,1,0
gfairchild,0,0,1,0
DevBOFH,0,0,1,0
vad1m,0,0,1,0
osallou,0,0,1,0
tigranterteryan,0,0,1,0
muelli,6,0,2,0
cldsnchz,0,0,1,0
whitejava,1,0,1,0
vichargrave,28,0,4,0
trikosuave,0,0,2,0
jorgadan,0,0,1,0
jpotisch,0,0,2,0
blingwang,0,0,2,0
jCalamari,1,0,1,0
silvestrelosada,2,0,3,0
andrestc,11,7,9,0
KimTaehee,0,1,1,0
franklanganke,0,1,1,0
mmelitzer,0,0,1,0
adastudy,0,0,1,0
bcoughlin,0,1,1,0
blackhole-em,0,0,1,0
adrianbk,0,2,2,0
mbechler,0,0,1,0
edwardsmit,3,0,1,0
mcku,0,1,1,0
akaIDIOT,0,0,2,0
OsmondX,0,0,1,0
ulkas,1,1,1,0
mnylen,0,1,2,0
mrdotnic,0,0,1,0
sdht0,0,0,2,0
waldemarnt,0,0,1,0
sirdavidhuang,0,0,1,0
foresightyj,0,0,1,0
schonfeld,1,2,2,0
alexksikes,393,81,101,21
Eschon,0,0,1,0
guybartal,0,0,1,0
falkorichter,0,0,2,0
Lande24,0,0,1,0
tuxknight,0,0,1,0
sc0ttkclark,0,1,1,0
jinahn,0,0,2,0
pandujar,1,1,1,0
ashwgupt,1,0,2,0
adimasuhid,1,0,1,0
t2y,0,0,1,0
sigpwned,2,0,1,0
aerokite,0,1,1,0
darjeelings,0,0,1,0
mjohnst,0,1,3,0
bobbyberg,0,1,1,0
samshteinman,0,0,1,0
waooog,0,1,1,0
abhaygarg,0,0,1,0
amrenbin,0,1,1,0
afrazkhan,0,1,1,0
mausch,21,1,5,0
Alino,4,0,1,0
jpparis-orange,2,0,2,0
ramky1982,0,1,1,0
ericrenard,0,0,1,0
rakesh91,1,0,2,0
whythecode,2,0,1,0
759803573,0,0,1,0
jmacdonald92,0,0,1,0
durandx,0,0,1,0
saurajeet,0,0,1,0
trekr5,4,0,3,0
angel-smile,0,0,1,0
Unitech,0,0,1,0
morgango,0,0,1,0
timcharper,0,0,1,0
truemped,0,0,1,0
iTonych,0,0,1,0
laundrei,0,0,1,0
ron-totango,4,0,1,0
natefox,0,0,1,0
udoprog,0,0,2,0
diegossilveira,0,0,1,0
steinar,0,0,1,0
llasram,0,1,1,0
WellingR,2,0,3,0
satoshi-kimura,0,1,1,0
vacri,0,0,1,0
craigwi,7,1,3,0
Judyccb,0,0,5,0
JohanHolman,0,0,1,0
h3idan,0,0,1,0
tegansnyder,1,0,1,0
albarki,0,0,1,0
Shadocko,0,0,1,0
pablocastro,0,0,2,0
theocincotta,0,0,1,0
jeremybmerrill,0,0,2,0
dantuffery,1,3,3,0
mohittt8,0,0,1,0
c4urself,1,3,3,0
lygstate,0,0,1,0
niraj8241,0,0,1,0
mkliu,4,0,5,0
TwizzyDizzy,0,0,1,0
tomharrisonJG,0,0,1,0
magdalene,0,0,1,0
ehclark,2,0,1,0
tko,0,0,1,0
alexander-st,0,0,1,0
RanadeepPolavarapu,0,0,3,0
kvramana,0,0,1,0
jimhooker2002,3,2,2,0
mpereira,3,1,1,0
iantruslove,1,1,1,0
dylan8902,0,1,1,0
thihy,1,1,6,0
devfacet,0,0,2,0
acassaignemondeca,0,0,1,0
vvcephei,9,2,4,0
QuentinAmbard,0,0,1,0
lihost,0,1,1,0
HarishAtGitHub,7,4,6,0
jbghoul,0,0,1,0
mouzt,1,0,4,0
kakakakakku,0,2,2,0
jb-san,0,0,1,0
wadekun,0,0,1,0
KennFalcon,0,0,1,0
mockiemockiz,0,0,2,0
icecrime,0,0,1,0
kubum,0,2,2,0
vrepsys,0,0,1,0
HenrikOssipoff,5,1,4,0
shaozhengmao,0,0,1,0
pablod,0,0,1,0
Fsero,0,1,1,0
AndreasTurowski,0,0,1,0
rsomcio,0,0,2,0
qasimkhans,0,0,2,0
saschamarkus,0,2,2,0
cooniur,21,0,5,0
sathieu,0,0,1,0
Bondza,0,0,1,0
ajeis,0,0,1,0
charlesmims,2,0,1,0
Calardan,0,0,1,0
boysmovie,2,0,2,0
magnusbaeck,0,1,3,0
keety,0,1,3,0
SalahAdDin,0,0,1,0
dmehra,0,0,1,0
codebunt,0,1,1,0
gavelino,0,0,1,0
niu-lin,0,0,2,0
eugene-dm,0,0,1,0
sylvinus,5,2,2,0
zhangwei17,0,0,1,0
kenny-ye,0,0,2,0
brettrp,0,0,1,0
XDestination,0,0,1,0
robertnadar,0,0,1,0
shorman88,0,0,2,0
rikkit,0,0,1,0
tzou,0,0,1,0
hjc,1,0,1,0
metadave,8,5,5,2
bosfan265,0,0,1,0
loopmachine,0,1,1,0
taizund12,0,0,1,0
ml4spark,3,0,1,0
SergVro,0,2,3,0
kagel,1,2,2,0
jklingen,0,1,1,0
dmabuada,0,1,1,0
kd-nguyen,0,0,1,0
xpandan,0,1,1,0
reshadman,0,0,1,0
intelligentspark,0,0,1,0
whitej17,0,1,1,0
Volune,0,1,5,0
lytvynenkoinvest,0,0,2,0
mudit3774,0,1,1,0
sauravmondallive,0,0,1,0
MattFerraro,0,0,1,0
webmstr,5,0,2,0
autocracy,0,0,1,0
Vehyla,0,0,2,0
mute,0,2,2,0
smakolski,0,0,1,0
zhzhzoo,0,1,1,0
oyiadom,1,4,4,0
dhollinger,0,0,2,0
hadashiA,0,1,1,0
kristianholmsejersen,0,0,1,0
jmorille,4,0,3,0
skucukbay,0,1,1,0
parthibane,0,0,1,0
ofir-petrushka,1,0,3,0
Srinathc,3,0,2,0
mwiebusch78,0,0,1,0
khiraiwa,0,2,2,0
pjl,1,0,1,0
ayashjorden,2,0,2,0
hillu,0,0,1,0
defineconst,0,0,1,0
nickivanov,0,0,1,0
serhattopkaya,0,0,1,0
Molenx,0,0,1,0
Lensi,1,0,1,0
dhramveersingh,0,0,1,0
CoryBond,0,0,1,0
technosf,0,0,1,0
jdchmiel,0,0,1,0
alexclare,0,1,2,0
dimroc,1,0,1,0
rodaine,0,1,1,0
daanraman,0,0,1,0
jwojcik,0,0,1,0
Praveen82,3,0,2,0
pushkargarg,1,0,1,0
mikerott,0,0,3,0
feltnerm,0,0,1,0
smflorentino,1,1,2,0
johntdyer,0,0,1,0
MrHash,6,0,4,0
JoshuaZe,0,0,1,0
4ydx,0,2,3,0
ankr,0,0,1,0
mlc0202,0,0,2,0
Crote,0,0,1,0
